method,anchor_count,ridge_reg,transform,target,doc_count,train_docs,eval_queries,top_k,pool_size,mean_recall,all_top_k_contained,any_hit,ms_per_query
cosine_relation,128,0.0,row_zscore,none,1500,1000,100,10,10,0.5210000000000001,0.01,1.0,0.07938299997476861
cosine_relation,128,0.0,row_zscore,none,1500,1000,100,10,25,0.7249999999999999,0.13,1.0,0.07938299997476861
cosine_relation,128,0.0,row_zscore,none,1500,1000,100,10,50,0.8510000000000002,0.31,1.0,0.07938299997476861
ridge_bilinear,128,0.1,row_zscore,raw,1500,1000,100,10,0.058235699998476775,10,0.7340000000000001,0.03,1.0,0.09369499999593245
ridge_bilinear,128,0.1,row_zscore,raw,1500,1000,100,10,0.058235699998476775,25,0.9400000000000002,0.58,1.0,0.09369499999593245
ridge_bilinear,128,0.1,row_zscore,raw,1500,1000,100,10,0.058235699998476775,50,0.99,0.94,1.0,0.09369499999593245
cosine_relation,128,0.0,row_zscore,none,1500,1000,100,10,10,0.5210000000000001,0.01,1.0,0.11431499999162043
cosine_relation,128,0.0,row_zscore,none,1500,1000,100,10,25,0.7249999999999999,0.13,1.0,0.11431499999162043
cosine_relation,128,0.0,row_zscore,none,1500,1000,100,10,50,0.8510000000000002,0.31,1.0,0.11431499999162043
ridge_bilinear,128,1.0,row_zscore,raw,1500,1000,100,10,0.08940000000075088,10,0.6289999999999999,0.03,1.0,0.06257699998968747
ridge_bilinear,128,1.0,row_zscore,raw,1500,1000,100,10,0.08940000000075088,25,0.8510000000000001,0.29,1.0,0.06257699998968747
ridge_bilinear,128,1.0,row_zscore,raw,1500,1000,100,10,0.08940000000075088,50,0.9490000000000001,0.58,1.0,0.06257699998968747
cosine_relation,128,0.0,row_col_zscore,none,1500,1000,100,10,10,0.455,0.01,1.0,0.05069099999673199
cosine_relation,128,0.0,row_col_zscore,none,1500,1000,100,10,25,0.6579999999999999,0.09,1.0,0.05069099999673199
cosine_relation,128,0.0,row_col_zscore,none,1500,1000,100,10,50,0.79,0.21,1.0,0.05069099999673199
ridge_bilinear,128,0.1,row_col_zscore,raw,1500,1000,100,10,0.02901930000007269,10,0.5599999999999999,0.02,1.0,0.0688349999836646
ridge_bilinear,128,0.1,row_col_zscore,raw,1500,1000,100,10,0.02901930000007269,25,0.789,0.28,1.0,0.0688349999836646
ridge_bilinear,128,0.1,row_col_zscore,raw,1500,1000,100,10,0.02901930000007269,50,0.8910000000000001,0.5,1.0,0.0688349999836646
cosine_relation,128,0.0,row_col_zscore,none,1500,1000,100,10,10,0.455,0.01,1.0,0.05522999999811873
cosine_relation,128,0.0,row_col_zscore,none,1500,1000,100,10,25,0.6579999999999999,0.09,1.0,0.05522999999811873
cosine_relation,128,0.0,row_col_zscore,none,1500,1000,100,10,50,0.79,0.21,1.0,0.05522999999811873
ridge_bilinear,128,1.0,row_col_zscore,raw,1500,1000,100,10,0.02014710000003106,10,0.519,0.02,1.0,0.08624800000688992
ridge_bilinear,128,1.0,row_col_zscore,raw,1500,1000,100,10,0.02014710000003106,25,0.7340000000000002,0.15,1.0,0.08624800000688992
ridge_bilinear,128,1.0,row_col_zscore,raw,1500,1000,100,10,0.02014710000003106,50,0.857,0.43,1.0,0.08624800000688992
cosine_relation,192,0.0,row_zscore,none,1500,1000,100,10,10,0.555,0.02,1.0,0.11224699999729637
cosine_relation,192,0.0,row_zscore,none,1500,1000,100,10,25,0.764,0.16,1.0,0.11224699999729637
cosine_relation,192,0.0,row_zscore,none,1500,1000,100,10,50,0.879,0.43,1.0,0.11224699999729637
ridge_bilinear,192,0.1,row_zscore,raw,1500,1000,100,10,0.08041349999984959,10,0.782,0.06,1.0,0.06329600000753999
ridge_bilinear,192,0.1,row_zscore,raw,1500,1000,100,10,0.08041349999984959,25,0.9710000000000002,0.75,1.0,0.06329600000753999
ridge_bilinear,192,0.1,row_zscore,raw,1500,1000,100,10,0.08041349999984959,50,0.9960000000000001,0.97,1.0,0.06329600000753999
cosine_relation,192,0.0,row_zscore,none,1500,1000,100,10,10,0.555,0.02,1.0,0.07428300003084587
cosine_relation,192,0.0,row_zscore,none,1500,1000,100,10,25,0.764,0.16,1.0,0.07428300003084587
cosine_relation,192,0.0,row_zscore,none,1500,1000,100,10,50,0.879,0.43,1.0,0.07428300003084587
ridge_bilinear,192,1.0,row_zscore,raw,1500,1000,100,10,0.10358389999964857,10,0.6679999999999998,0.05,1.0,0.06279799999902025
ridge_bilinear,192,1.0,row_zscore,raw,1500,1000,100,10,0.10358389999964857,25,0.8959999999999999,0.4,1.0,0.06279799999902025
ridge_bilinear,192,1.0,row_zscore,raw,1500,1000,100,10,0.10358389999964857,50,0.9670000000000001,0.74,1.0,0.06279799999902025
cosine_relation,192,0.0,row_col_zscore,none,1500,1000,100,10,10,0.494,0.02,1.0,0.053009000002930406
cosine_relation,192,0.0,row_col_zscore,none,1500,1000,100,10,25,0.682,0.1,1.0,0.053009000002930406
cosine_relation,192,0.0,row_col_zscore,none,1500,1000,100,10,50,0.8160000000000001,0.25,1.0,0.053009000002930406
ridge_bilinear,192,0.1,row_col_zscore,raw,1500,1000,100,10,0.054574899997533066,10,0.5929999999999999,0.02,1.0,0.05722599998989608
ridge_bilinear,192,0.1,row_col_zscore,raw,1500,1000,100,10,0.054574899997533066,25,0.806,0.22,1.0,0.05722599998989608
ridge_bilinear,192,0.1,row_col_zscore,raw,1500,1000,100,10,0.054574899997533066,50,0.9119999999999999,0.58,1.0,0.05722599998989608
cosine_relation,192,0.0,row_col_zscore,none,1500,1000,100,10,10,0.494,0.02,1.0,0.06816699999035336
cosine_relation,192,0.0,row_col_zscore,none,1500,1000,100,10,25,0.682,0.1,1.0,0.06816699999035336
cosine_relation,192,0.0,row_col_zscore,none,1500,1000,100,10,50,0.8160000000000001,0.25,1.0,0.06816699999035336
ridge_bilinear,192,1.0,row_col_zscore,raw,1500,1000,100,10,0.08027399999991758,10,0.547,0.02,1.0,0.07598599997436395
ridge_bilinear,192,1.0,row_col_zscore,raw,1500,1000,100,10,0.08027399999991758,25,0.7510000000000001,0.21,1.0,0.07598599997436395
ridge_bilinear,192,1.0,row_col_zscore,raw,1500,1000,100,10,0.08027399999991758,50,0.8869999999999999,0.47,1.0,0.07598599997436395
